"name2","relationship","name1"
"Hatibzade Yahya Pasha","http://dbpedia.org/ontology/successor","Hekimoğlu Ali Pasha"
"Hatibzade Yahya Pasha","http://dbpedia.org/ontology/successor","Ali"
"Isaac Parsons","http://dbpedia.org/ontology/child","Isaac Parsons"
"Hugo de los Reyes Chávez","http://dbpedia.org/property/before","Adán Chávez"
"Hugo de los Reyes","http://dbpedia.org/property/before","Adán Chávez"
"Hugo de los Reyes Chávez","http://dbpedia.org/property/before","Adán Chávez Frías"
"Hugo de los Reyes","http://dbpedia.org/property/before","Adán Chávez Frías"
"Adán Chávez","http://dbpedia.org/ontology/successor","Hugo de los Reyes Chávez"
"Adán Chávez Frías","http://dbpedia.org/ontology/successor","Hugo de los Reyes Chávez"
"Adán Chávez","http://dbpedia.org/ontology/successor","Hugo de los Reyes"
"Adán Chávez Frías","http://dbpedia.org/ontology/successor","Hugo de los Reyes"
"H. M. Fowler","http://dbpedia.org/ontology/religion","Jerry Fowler"
"H.M. Fowler","http://dbpedia.org/ontology/religion","Jerry Fowler"
"Douglas Fowler","http://dbpedia.org/property/before","H. M. Fowler"
"Douglas Fowler","http://dbpedia.org/property/before","H.M. Fowler"
"Douglas Fowler","http://dbpedia.org/property/preceded","H.M. Fowler"
"Douglas Fowler","http://dbpedia.org/property/preceded","H. M. Fowler"
"Paraire Karaka Paikea","http://dbpedia.org/property/predecessor","Tapihana Paraire Paikea"
"Isidore Proulx","http://dbpedia.org/ontology/predecessor","Edmond Proulx"
"Angus McDonald","http://dbpedia.org/ontology/child","Marshall McDonald"
"Myrtis Methvin","http://dbpedia.org/property/parents","Mildred Methvin"
"Myrtis Lucille Gregory Methvin","http://dbpedia.org/property/parents","Mildred Methvin"
"Myrtis Methvin","http://dbpedia.org/property/parents","Mildred Ellen ""Mimi"" Methvin"
"Myrtis Lucille Gregory Methvin","http://dbpedia.org/property/parents","Mildred Ellen ""Mimi"" Methvin"
"David Heitmeier","http://dbpedia.org/property/succeeded","Francis C. Heitmeier"
"David Heitmeier","http://dbpedia.org/property/after","Francis C. Heitmeier"
"Francis C. Heitmeier","http://dbpedia.org/property/preceded","David Heitmeier"
"Francis C. Heitmeier","http://dbpedia.org/property/before","David Heitmeier"
"Sonia McMahon","http://dbpedia.org/ontology/parent","Julian McMahon"
"(Lady McMahon)","http://dbpedia.org/ontology/parent","Julian McMahon"
"Sonia Hopkins","http://dbpedia.org/ontology/parent","Julian McMahon"
"Thomas Pierrepoint","http://dbpedia.org/ontology/parent","Henry Pierrepoint"
"Richard William Howard Vyse","http://dbpedia.org/property/after","General Richard Vyse"
"Richard Howard Vyse","http://dbpedia.org/property/after","General Richard Vyse"
"Richard William Howard Vyse","http://dbpedia.org/property/after","Richard Vyse"
"Richard Howard Vyse","http://dbpedia.org/property/after","Richard Vyse"
"Richard William Howard Vyse","http://www.w3.org/2000/01/rdf-schema#seeAlso","General Richard Vyse"
"Richard Howard Vyse","http://www.w3.org/2000/01/rdf-schema#seeAlso","General Richard Vyse"
"Richard William Howard Vyse","http://www.w3.org/2000/01/rdf-schema#seeAlso","Richard Vyse"
"Richard Howard Vyse","http://www.w3.org/2000/01/rdf-schema#seeAlso","Richard Vyse"
"Richard FitzNeal","http://dbpedia.org/property/before","William of Ely"
"Richard FitzNeal","http://dbpedia.org/property/before","William"
"Richard FitzNeal","http://dbpedia.org/ontology/predecessor","William of Ely"
"Richard FitzNeal","http://dbpedia.org/ontology/predecessor","William"
"Geoffrey le Scrope","http://dbpedia.org/property/after","Sir Henry le Scrope"
"Sir Geoffrey le Scrope","http://dbpedia.org/property/after","Sir Henry le Scrope"
"Geoffrey le Scrope","http://dbpedia.org/property/after","Henry le Scrope"
"Sir Geoffrey le Scrope","http://dbpedia.org/property/after","Henry le Scrope"
"Geoffrey le Scrope","http://dbpedia.org/ontology/successor","Sir Henry le Scrope"
"Sir Geoffrey le Scrope","http://dbpedia.org/ontology/successor","Sir Henry le Scrope"
"Geoffrey le Scrope","http://dbpedia.org/ontology/successor","Henry le Scrope"
"Sir Geoffrey le Scrope","http://dbpedia.org/ontology/successor","Henry le Scrope"
"Arybbas of Epirus","http://dbpedia.org/property/after","Neoptolemus I"
"Arybbas","http://dbpedia.org/property/after","Neoptolemus I"
"Arybbas of Epirus","http://dbpedia.org/property/after","Neoptolemus I of Epirus"
"Arybbas","http://dbpedia.org/property/after","Neoptolemus I of Epirus"
"Arybbas of Epirus","http://dbpedia.org/ontology/child","Neoptolemus I"
"Arybbas","http://dbpedia.org/ontology/child","Neoptolemus I"
"Arybbas of Epirus","http://dbpedia.org/ontology/child","Neoptolemus I of Epirus"
"Arybbas","http://dbpedia.org/ontology/child","Neoptolemus I of Epirus"
"Thomas Duckett Boyd","http://dbpedia.org/ontology/successor","David French Boyd"
"Thomas Duckett Boyd, Sr.","http://dbpedia.org/ontology/successor","David French Boyd"
"Saul Cherniack","http://dbpedia.org/ontology/successor","David Orlikow"
"George Pigot, 1st Baron Pigot","http://dbpedia.org/property/before","Hugh Pigot"
"James Wood","http://dbpedia.org/ontology/associate","Alexander White"
"John Adair","http://dbpedia.org/property/governor","Thomas Bell Monroe"
"Peter White","http://dbpedia.org/ontology/predecessor","Gerald Verner White"
"Tom MacInnes","http://dbpedia.org/ontology/child","Thomas Robert McInnes"
"Asa Hutchinson","http://dbpedia.org/property/after","Tim Hutchinson"
"Asa Hutchinson","http://dbpedia.org/property/succeeded","Tim Hutchinson"
"Jejomar Binay","http://dbpedia.org/ontology/predecessor","Jejomar Erwin S. Binay Jr."
"Jejomar Binay","http://dbpedia.org/ontology/predecessor","Jejomar Binay, Jr."
"Archibald Cochrane, 9th Earl of Dundonald","http://dbpedia.org/property/after","Thomas Cochrane, 8th Earl of Dundonald"
"Clem Hawke","http://dbpedia.org/property/parents","Bob Hawke"
"Arthur Hawke","http://dbpedia.org/property/parents","Bob Hawke"
"Nicholas Haden-Guest","http://dbpedia.org/property/heir","Christopher Guest"
"Nicholas Guest","http://dbpedia.org/property/heir","Christopher Guest"
"(The Honourable)","http://dbpedia.org/property/heir","Christopher Guest"
"Constantine Phipps, 1st Baron Mulgrave","http://dbpedia.org/property/before","Constantine Phipps, 2nd Baron Mulgrave"
"Constantine Phipps, 1st Baron Mulgrave","http://dbpedia.org/property/before","The Lord Mulgrave"
"Michael Sata","http://dbpedia.org/ontology/president","Alexander Chikwanda"
"Michael Sata","http://dbpedia.org/property/appointer","Alexander Chikwanda"
"Elie Martel","http://dbpedia.org/property/predecessor","Shelley Martel"
"Bill Sheahan","http://dbpedia.org/property/predecessor","Reg Downing"
"James Laughlin","http://dbpedia.org/ontology/child","James H. Laughlin"
"Dan Kildee","http://dbpedia.org/ontology/successor","Dale Kildee"
"Dan Kildee","http://dbpedia.org/property/after","Dale Kildee"
"Ashikaga Yoshiakira","http://dbpedia.org/ontology/predecessor","Ashikaga Yoshimitsu"
"Ashikaga Yoshiakira","http://dbpedia.org/property/before","Ashikaga Yoshimitsu"
"Ivan Ribar","http://www.w3.org/2002/07/owl#differentFrom","Ivo Lola Ribar"
"Peter Buell Porter","http://dbpedia.org/property/preceded","Augustus Porter"
"Peter Buell Porter","http://dbpedia.org/property/preceded","Augustus S. Porter"
"Peter Buell Porter","http://dbpedia.org/property/before","Augustus Porter"
"Peter Buell Porter","http://dbpedia.org/property/before","Augustus S. Porter"
"Dalton McCarthy","http://dbpedia.org/ontology/predecessor","Leighton Goldie McCarthy"
"Dalton McCarthy","http://dbpedia.org/ontology/predecessor","Leighton McCarthy"
"Henry le Scrope","http://dbpedia.org/property/before","Geoffrey le Scrope"
"Sir Henry le Scrope","http://dbpedia.org/property/before","Geoffrey le Scrope"
"Henry le Scrope","http://dbpedia.org/property/before","Sir Geoffrey le Scrope"
"Sir Henry le Scrope","http://dbpedia.org/property/before","Sir Geoffrey le Scrope"
"Henry le Scrope","http://dbpedia.org/ontology/primeMinister","Geoffrey le Scrope"
"Sir Henry le Scrope","http://dbpedia.org/ontology/primeMinister","Geoffrey le Scrope"
"Henry le Scrope","http://dbpedia.org/ontology/predecessor","Sir Geoffrey le Scrope"
"Sir Henry le Scrope","http://dbpedia.org/ontology/predecessor","Sir Geoffrey le Scrope"
"Henry le Scrope","http://dbpedia.org/ontology/primeMinister","Sir Geoffrey le Scrope"
"Sir Henry le Scrope","http://dbpedia.org/ontology/primeMinister","Sir Geoffrey le Scrope"
"Henry le Scrope","http://dbpedia.org/ontology/predecessor","Geoffrey le Scrope"
"Sir Henry le Scrope","http://dbpedia.org/ontology/predecessor","Geoffrey le Scrope"
"David French Boyd","http://dbpedia.org/ontology/child","Thomas Duckett Boyd"
"David French Boyd","http://dbpedia.org/ontology/child","Thomas Duckett Boyd, Sr."
"Charles Daniel French","http://dbpedia.org/ontology/predecessor","John William French"
"John William French","http://dbpedia.org/ontology/successor","Charles Daniel French"
"Sir George Nugent, 1st Baronet","http://dbpedia.org/property/after","Charles Edmund Nugent"
"Sir George Nugent, Bt","http://dbpedia.org/property/after","Charles Edmund Nugent"
"Sir George Nugent, 1st Baronet","http://dbpedia.org/property/after","Sir Charles Edmund Nugent"
"Sir George Nugent, Bt","http://dbpedia.org/property/after","Sir Charles Edmund Nugent"
"Joseph Wilson Baines","http://dbpedia.org/property/predecessor","Samuel Ealy Johnson"
"Joseph Wilson Baines","http://dbpedia.org/property/predecessor","Samuel Ealy Johnson Jr."
"Joseph Wilson Baines","http://dbpedia.org/property/before","Samuel Ealy Johnson"
"Joseph Wilson Baines","http://dbpedia.org/property/before","Samuel Ealy Johnson Jr."
"Allan Grossman","http://dbpedia.org/property/predecessor","Larry Grossman"
"Chuck Strahl","http://dbpedia.org/property/predecessor","Mark Strahl"
"The Earl of Westmorland","http://dbpedia.org/property/before","The Earl of Westmorland"
"Charles Fane, 3rd Earl of Westmorland","http://dbpedia.org/property/before","The Earl of Westmorland"
"The Earl of Westmorland","http://dbpedia.org/property/before","Vere Fane, 4th Earl of Westmorland"
"Charles Fane, 3rd Earl of Westmorland","http://dbpedia.org/property/before","Vere Fane, 4th Earl of Westmorland"
"George Atlee Goodling","http://dbpedia.org/property/preceded","Bill Goodling"
"George A. Goodling","http://dbpedia.org/property/preceded","Bill Goodling"
"George Atlee Goodling","http://dbpedia.org/property/preceded","William F. Goodling"
"George A. Goodling","http://dbpedia.org/property/preceded","William F. Goodling"
"George Atlee Goodling","http://dbpedia.org/property/before","Bill Goodling"
"George A. Goodling","http://dbpedia.org/property/before","Bill Goodling"
"George Atlee Goodling","http://dbpedia.org/property/before","William F. Goodling"
"George A. Goodling","http://dbpedia.org/property/before","William F. Goodling"
"Hans-Georg von der Marwitz","http://www.w3.org/2000/01/rdf-schema#seeAlso","Georg von der Marwitz"
"Hans-Georg von der Marwitz","http://www.w3.org/2000/01/rdf-schema#seeAlso","Johannes Georg von der Marwitz"
"Peter Vallone","http://dbpedia.org/property/before","Peter F. Vallone Jr."
"Peter Vallone, Sr.","http://dbpedia.org/property/before","Peter F. Vallone Jr."
"Peter Vallone","http://dbpedia.org/property/before","Peter Vallone, Jr."
"Peter Vallone, Sr.","http://dbpedia.org/property/before","Peter Vallone, Jr."
"Peter Vallone","http://dbpedia.org/ontology/predecessor","Peter F. Vallone Jr."
"Peter Vallone, Sr.","http://dbpedia.org/ontology/predecessor","Peter F. Vallone Jr."
"Peter Vallone","http://dbpedia.org/ontology/predecessor","Peter Vallone, Jr."
"Peter Vallone, Sr.","http://dbpedia.org/ontology/predecessor","Peter Vallone, Jr."
"Henry Webb","http://dbpedia.org/ontology/successor","John Thomas Peacock"
"Henry Richard Webb","http://dbpedia.org/ontology/successor","John Thomas Peacock"
"Peter McKechnie","http://dbpedia.org/ontology/successor","Henry McKechnie"
"Joseph Petrarca, Sr.","http://dbpedia.org/ontology/predecessor","Joseph Petrarca"
"Joseph A. Petrarca Sr.","http://dbpedia.org/ontology/predecessor","Joseph Petrarca"
"Joseph Petrarca, Sr.","http://dbpedia.org/ontology/predecessor","Joseph Petrarca, Jr."
"Joseph A. Petrarca Sr.","http://dbpedia.org/ontology/predecessor","Joseph Petrarca, Jr."
"Ronald Donatucci","http://dbpedia.org/ontology/predecessor","Robert Donatucci"
"Ronald R. Donatucci","http://dbpedia.org/ontology/predecessor","Robert Donatucci"
"Thomas Clayton","http://dbpedia.org/ontology/successor","John Middleton Clayton"
"Thomas Clayton","http://dbpedia.org/property/after","John Middleton Clayton"
"John Telemachus Johnson","http://dbpedia.org/property/predecessor","James Johnson"
"Nina Wang","http://dbpedia.org/ontology/predecessor","Kung Yan-sum"
"Nina Wang","http://dbpedia.org/ontology/predecessor","Dr. Yan-sum Kung"
"Özdemir Pasha","http://dbpedia.org/property/honorificPrefix","Osman"
"Özdemir Pasha","http://dbpedia.org/property/honorificPrefix","Özdemiroğlu Osman Pasha"
"Osman Kulenović","http://dbpedia.org/ontology/predecessor","Džafer Kulenović"
"Osman Kulenović","http://dbpedia.org/ontology/predecessor","Dr. Džafer Kulenović"
"Pierre Garneau","http://dbpedia.org/ontology/predecessor","Édouard Burroughs Garneau"
"Peter Angelo Cavicchia","http://dbpedia.org/ontology/predecessor","Dominic A. Cavicchia"
"Peter Angelo Cavicchia","http://dbpedia.org/ontology/successor","Dominic A. Cavicchia"
"Milan Nedić","http://dbpedia.org/property/after","Milutin Nedić"
"Henry Harford","http://dbpedia.org/ontology/child","Frederick Calvert, 6th Baron Baltimore"
"Henry Harford","http://dbpedia.org/ontology/child","(The Right Honourable)"
"Henry Harford","http://dbpedia.org/ontology/child","The Lord Baltimore"
"Yu Chen Yueh-ying","http://dbpedia.org/ontology/predecessor","Yu Cheng-hsien"
"Kim Jong-un","http://dbpedia.org/property/leader","Jang Sung-taek"
"Kim Jong-un","http://dbpedia.org/property/leader","張成澤"
"Kim Jong-un","http://dbpedia.org/property/1namedata","張成澤"
"Kim Jong-un","http://dbpedia.org/property/1namedata","Jang Sung-taek"
"Kim Jong-un","http://dbpedia.org/property/1namedata","장성택"
"Kim Jong-un","http://dbpedia.org/property/leader","장성택"
"Ian Khama","http://dbpedia.org/ontology/president","Tshekedi Khama II"
"Ian Khama","http://dbpedia.org/ontology/predecessor","Tshekedi Khama II"
"John Thorn","http://dbpedia.org/ontology/successor","George Thorn"
"Jinggoy Estrada","http://dbpedia.org/ontology/predecessor","Joseph Victor Ejercito"
"Joseph Ward","http://dbpedia.org/ontology/predecessor","Vincent Ward"
"Sir Joseph George Ward, 1st Bt","http://dbpedia.org/ontology/predecessor","Vincent Ward"
"Northrup R. Knox","http://dbpedia.org/ontology/associate","Seymour H. Knox III"
"Northrup Rand Knox","http://dbpedia.org/ontology/associate","Seymour H. Knox III"
"Charles Adermann","http://dbpedia.org/property/predecessor","Evan Adermann"
"Sir Charles Adermann","http://dbpedia.org/property/predecessor","Evan Adermann"
"Itzcoatl","http://dbpedia.org/property/before","Tlacaelel"
"ItzcoatI","http://dbpedia.org/property/before","Tlacaelel"
"Itzcoatl","http://dbpedia.org/property/before","Tlacaelel I"
"ItzcoatI","http://dbpedia.org/property/before","Tlacaelel I"
"Littleton Groom","http://dbpedia.org/ontology/successor","William Henry Groom"
"Sir Littleton Groom","http://dbpedia.org/ontology/successor","William Henry Groom"
"Black Partridge","http://dbpedia.org/ontology/knownFor","Comas"
"Black Partridge","http://dbpedia.org/ontology/knownFor","Chief Comas"
"Hans Møller","http://dbpedia.org/ontology/parent","Hans Eleonardus Møller Sr."
"Hans Møller","http://dbpedia.org/ontology/parent","Hans Eleonardus Møller, Sr."
"Senachwine","http://dbpedia.org/ontology/successor","Chief Gomo"
"Senachwine","http://dbpedia.org/ontology/successor","Gomo"
"Shahidan Kassim","http://dbpedia.org/property/predecessor","Ismail Kassim"
"Shahidan Kassim","http://dbpedia.org/ontology/successor","Ismail Kassim"
"Ismail Kassim","http://dbpedia.org/ontology/successor","Shahidan Kassim"
"Ismail Kassim","http://dbpedia.org/property/predecessor","Shahidan Kassim"
"Elinor Caplan","http://dbpedia.org/ontology/predecessor","David Caplan"
"George William Ross","http://dbpedia.org/property/predecessor","Duncan Campbell Ross"
"William Refshauge","http://dbpedia.org/property/parents","Andrew Refshauge"
"Andreas von Graben","http://dbpedia.org/ontology/predecessor","Virgil von Graben"
"Daniel-Jérémie Décarie","http://dbpedia.org/ontology/predecessor","Jérémie-Louis Décarie"
"Michael Bruxner","http://dbpedia.org/property/predecessor","Tim Bruxner"
"Sir Michael Bruxner","http://dbpedia.org/property/predecessor","Tim Bruxner"
"Popi Seniloli","http://dbpedia.org/property/before","George Cakobau"
"William Fargo","http://dbpedia.org/property/before","J. C. Fargo"
"Hon. William Fargo","http://dbpedia.org/property/before","J. C. Fargo"
"William Fargo","http://dbpedia.org/property/before","James C. Fargo"
"Hon. William Fargo","http://dbpedia.org/property/before","James C. Fargo"
"Tokugawa Ienobu","http://dbpedia.org/ontology/predecessor","Tokugawa Ietsugu"
"Tokugawa Ienobu","http://dbpedia.org/property/before","Tokugawa Ietsugu"
"William Russell Grace","http://dbpedia.org/ontology/child","Morgan Stanislaus Grace"
"James Forsyth","http://dbpedia.org/ontology/successor","John Campbell"
"James Forsyth","http://dbpedia.org/ontology/successor","John Dunmore Campbell"
"Alan Fletcher","http://dbpedia.org/ontology/successor","Malcolm McIntyre"
"Joseph Lavergne","http://dbpedia.org/ontology/predecessor","Louis Lavergne"
"Flavien Dupont","http://dbpedia.org/ontology/successor","Pierre-Samuel Gendron"
"Albert Chapman","http://dbpedia.org/property/after","Austin Chapman"
"Albert Chapman","http://dbpedia.org/property/after","Sir Austin Chapman"
"John Charles Harding, 2nd Baron Harding of Petherton","http://dbpedia.org/property/after","John Harding, 1st Baron Harding of Petherton"
"John Charles Harding, 2nd Baron Harding of Petherton","http://dbpedia.org/property/after","The Lord Harding of Petherton"
"John Row","http://dbpedia.org/ontology/predecessor","Ted Row"
"Sir John Row","http://dbpedia.org/ontology/predecessor","Ted Row"
"V. Thangapandian","http://dbpedia.org/ontology/predecessor","Thangam Thennarasu"
"Miguel Antonio Caro","http://dbpedia.org/ontology/successor","Carlos Holguín Mallarino"
"Curtis Pitt","http://dbpedia.org/ontology/successor","Frederick Warren Pitt"
"Curtis Pitt","http://dbpedia.org/ontology/successor","Warren Pitt"
"Martin Woolf","http://dbpedia.org/ontology/successor","John William Woolf"
"Martin Woolf Sr.","http://dbpedia.org/ontology/successor","John William Woolf"
"Robert H. Kittleman","http://dbpedia.org/ontology/predecessor","Allan H. Kittleman"
"Georges-C. Lachance","http://dbpedia.org/ontology/predecessor","Claude-André Lachance"
"Henry McKechnie","http://dbpedia.org/ontology/predecessor","Peter McKechnie"
"Karl Hampton","http://dbpedia.org/ontology/predecessor","Bess Price"
"Thomas Norquay","http://dbpedia.org/ontology/successor","John Norquay"
"Malcolm McIntyre","http://dbpedia.org/ontology/predecessor","Alan Fletcher"
"Taare Parata","http://dbpedia.org/ontology/successor","Tame Parata"
"Tame Parata","http://dbpedia.org/property/predecessor","Taare Parata"
"Moïse Plante","http://dbpedia.org/ontology/successor","Célestin Bergevin"
"Selwyn Muller","http://dbpedia.org/ontology/successor","Alf Muller"
"Alf Muller","http://dbpedia.org/ontology/predecessor","Selwyn Muller"
"David Daniel","http://dbpedia.org/ontology/successor","Owen Daniel"
"Owen Daniel","http://dbpedia.org/property/predecessor","David Daniel"